student_id,gender,age,attendance_rate,assignment_score,quiz_score,exam_score,study_hours_per_week,parental_education_level,health_status,electricity_access,internet_access,performance_label
STD0306,Male,16,95.28,83.24,58.19,51.93,16.5,Secondary,Fair,True,True,Medium
STD0307,Female,22,88.63,64.09,97.92,74.52,20.4,Primary,Poor,False,False,High
STD0308,Female,22,63.24,49.52,95.26,57.88,18.7,Secondary,Fair,True,False,Medium
STD0309,Female,21,82.26,92.92,81.91,30.48,17.5,None,Fair,False,True,Medium
STD0310,Female,22,79.79,89.43,49.56,66.64,7.7,Primary,Fair,True,True,Medium
STD0311,Female,17,70.06,83.3,39.22,94.51,1.4,Primary,Fair,True,False,Medium
STD0312,Male,20,68.35,56.29,89.83,86.85,8.6,Secondary,Poor,False,True,High
STD0313,Female,15,67.18,64.15,41.57,87.76,16.7,Primary,Good,True,False,Medium
STD0314,Male,21,80.86,46.16,89.8,85.65,2.6,Tertiary,Fair,False,False,High
STD0315,Male,15,72.12,51.34,64.35,52.66,0.3,None,Poor,False,False,Medium
STD0316,Female,23,91.59,86.98,58.46,83.56,3.5,Secondary,Fair,True,False,High
STD0317,Male,15,83.48,82.9,93.22,40.02,17.9,Secondary,Good,True,True,Medium
STD0318,Male,15,53.5,75.61,72.27,76.04,24.3,Primary,Poor,True,False,Medium
STD0319,Male,21,82.01,93.74,70.36,74.91,24.6,Tertiary,Poor,True,True,High
STD0320,Female,16,63.56,75.0,69.11,31.79,12.3,Primary,Good,False,False,Medium
STD0321,Female,19,79.64,68.02,55.98,85.16,21.7,Primary,Poor,True,False,Medium
STD0322,Male,22,84.01,60.42,85.0,93.23,18.4,Secondary,Good,True,True,High
STD0323,Female,22,61.54,96.43,47.7,48.72,12.5,Primary,Poor,True,False,Medium
STD0324,Female,17,72.84,44.96,95.72,86.87,14.3,None,Poor,False,True,High
STD0325,Female,21,59.52,95.85,92.58,35.77,3.4,Primary,Good,True,True,Medium
STD0326,Female,17,52.62,89.6,53.62,72.0,23.4,Primary,Good,False,False,Medium
STD0327,Male,20,68.92,47.8,81.06,64.0,8.8,Secondary,Poor,True,False,Medium
STD0328,Male,20,68.15,73.9,70.13,68.21,11.2,Primary,Poor,False,False,Medium
STD0329,Female,17,99.77,91.99,53.64,94.83,16.8,Tertiary,Good,True,False,High
STD0330,Female,21,72.32,74.31,99.2,90.99,8.3,Secondary,Good,True,True,High
STD0331,Male,17,66.68,94.43,31.77,84.96,6.4,Primary,Poor,False,False,Medium
STD0332,Male,22,79.02,96.58,47.69,49.16,15.8,None,Poor,True,False,Medium
STD0333,Female,24,54.44,65.34,66.41,93.83,0.6,None,Poor,True,False,High
STD0334,Male,18,98.08,62.64,66.54,36.83,18.0,Secondary,Good,True,False,Medium
STD0335,Female,15,81.75,96.18,71.23,89.73,12.9,Secondary,Poor,False,False,High
STD0336,Female,18,87.74,80.51,82.62,52.97,15.1,Primary,Fair,True,True,Medium
STD0337,Male,21,58.52,46.96,73.64,33.76,15.8,Tertiary,Good,False,False,Low
STD0338,Male,18,70.47,42.54,72.02,76.85,13.2,Primary,Poor,False,True,Medium
STD0339,Female,20,71.13,73.88,33.75,46.19,14.6,None,Good,False,False,Medium
STD0340,Female,23,91.09,95.81,56.36,47.05,17.1,Tertiary,Fair,True,False,Medium
STD0341,Male,15,50.06,90.65,46.24,51.42,18.8,Tertiary,Good,False,False,Medium
STD0342,Female,19,65.04,80.55,48.58,34.46,18.2,Tertiary,Poor,False,True,Medium
STD0343,Male,21,99.06,48.35,68.8,42.4,21.7,Primary,Fair,True,False,Medium
STD0344,Female,15,73.74,55.25,43.97,30.36,4.7,None,Fair,False,True,Low
STD0345,Male,18,69.13,92.53,50.58,61.18,10.0,Secondary,Poor,False,True,Medium
STD0346,Male,20,55.99,50.97,46.6,35.9,23.7,Primary,Poor,True,False,Low
STD0347,Male,16,98.71,56.71,96.4,77.79,9.9,Secondary,Poor,True,True,High
STD0348,Female,24,51.0,47.78,96.13,46.49,3.1,Tertiary,Good,False,False,Medium
STD0349,Female,19,86.86,80.57,72.7,96.05,13.1,Tertiary,Good,True,False,High
STD0350,Male,24,88.43,96.64,94.72,90.99,2.7,Primary,Good,True,True,High
STD0351,Female,15,62.18,56.14,85.01,50.26,5.1,None,Poor,True,False,Medium
STD0352,Male,20,83.58,68.52,71.3,84.83,25.0,Tertiary,Poor,False,False,High
STD0353,Male,20,54.65,78.06,30.45,86.23,13.5,Secondary,Good,False,True,Medium
STD0354,Female,18,62.85,99.97,84.08,99.06,7.1,Secondary,Fair,True,True,High
STD0355,Female,22,89.4,46.29,79.17,71.85,24.9,Primary,Good,False,True,Medium
STD0356,Male,18,93.23,69.91,73.07,35.74,24.2,Secondary,Fair,True,True,Medium
STD0357,Female,22,80.42,63.11,83.23,75.28,11.0,None,Poor,True,True,Medium
STD0358,Female,22,75.34,91.95,65.9,73.75,6.5,Tertiary,Poor,True,True,High
STD0359,Male,19,57.97,68.56,79.29,74.68,21.0,Secondary,Good,True,False,Medium
STD0360,Male,18,53.16,46.66,95.46,51.5,17.9,Secondary,Good,True,True,Medium
STD0361,Female,16,55.88,78.07,56.31,90.18,17.2,Tertiary,Poor,False,True,High
STD0362,Male,17,61.37,86.25,79.57,97.16,22.3,Primary,Good,False,False,High
STD0363,Male,17,67.08,40.17,63.3,45.24,17.2,Secondary,Poor,False,False,Low
STD0364,Female,18,69.05,91.54,77.21,36.17,7.1,Primary,Poor,False,True,Medium
STD0365,Male,18,67.32,51.16,83.4,43.62,17.3,Primary,Fair,True,True,Medium
STD0366,Male,24,61.95,73.12,33.18,87.44,7.6,Secondary,Good,True,False,Medium
STD0367,Female,19,75.49,64.95,75.26,77.37,19.0,None,Poor,False,True,Medium
STD0368,Female,18,91.26,83.18,45.87,74.52,15.5,Primary,Good,False,True,Medium
STD0369,Male,24,63.99,62.27,76.9,58.13,1.9,Secondary,Fair,True,False,Medium
STD0370,Male,22,97.12,92.19,62.78,70.45,12.8,Primary,Fair,True,True,Medium
STD0371,Female,20,93.67,83.83,84.15,51.55,8.6,Tertiary,Good,True,False,Medium
STD0372,Female,20,58.09,78.86,38.64,63.4,8.2,None,Good,False,True,Medium
STD0373,Female,22,89.31,87.77,73.84,85.51,15.1,None,Poor,True,False,High
STD0374,Female,21,78.73,85.24,49.49,98.69,8.1,Tertiary,Fair,True,False,High
STD0375,Male,24,78.33,42.16,89.71,95.27,19.4,Tertiary,Fair,False,False,High
STD0376,Female,24,69.55,63.68,94.99,95.37,1.8,Primary,Fair,False,True,High
STD0377,Female,22,75.06,95.85,99.75,58.16,16.5,Tertiary,Good,False,False,High
STD0378,Male,16,69.86,47.54,85.72,62.82,20.2,None,Poor,True,True,Medium
STD0379,Female,23,76.99,84.23,82.76,79.39,16.8,Tertiary,Good,True,False,High
STD0380,Male,15,81.4,98.48,45.09,94.55,12.4,Secondary,Good,False,False,High
STD0381,Female,22,83.72,43.13,53.52,39.94,23.8,Secondary,Good,True,False,Low
STD0382,Female,18,76.62,80.93,62.6,51.3,7.5,Primary,Poor,True,True,Medium
STD0383,Female,18,86.07,68.09,84.14,39.75,0.5,None,Good,True,True,Medium
STD0384,Male,19,57.06,74.75,94.05,72.84,10.8,Secondary,Fair,False,False,High
STD0385,Male,22,60.6,45.12,43.24,51.44,0.8,Tertiary,Fair,False,True,Low
STD0386,Female,19,90.94,42.58,94.57,52.83,23.8,Secondary,Fair,True,True,Medium
STD0387,Male,22,66.13,80.01,78.69,34.96,5.2,Secondary,Poor,True,True,Medium
STD0388,Male,24,51.14,89.4,72.75,54.49,19.7,Primary,Good,True,False,Medium
STD0389,Male,15,57.69,86.92,43.99,90.37,19.4,Tertiary,Poor,True,True,High
STD0390,Male,24,61.18,72.63,33.89,46.32,5.4,Tertiary,Good,False,False,Medium
STD0391,Male,23,97.87,45.99,69.79,78.66,15.5,Tertiary,Fair,False,False,Medium
STD0392,Male,20,78.65,81.28,75.61,74.07,1.2,Primary,Good,True,False,High
STD0393,Female,17,96.64,54.51,44.75,90.44,12.1,Tertiary,Good,True,True,Medium
STD0394,Female,22,78.76,94.66,68.95,39.26,0.4,Tertiary,Good,False,False,Medium
STD0395,Male,23,73.97,90.3,89.95,98.43,23.0,Secondary,Poor,True,True,High
STD0396,Female,20,65.69,82.56,88.45,70.78,24.4,Secondary,Good,False,True,High
STD0397,Female,21,80.32,96.93,94.91,99.68,5.6,Tertiary,Good,True,False,High
STD0398,Female,15,56.96,41.89,55.61,93.81,5.2,None,Good,False,False,Medium
STD0399,Female,19,94.91,84.17,52.26,45.51,18.8,None,Poor,True,False,Medium
STD0400,Male,19,91.47,59.81,82.46,33.93,6.3,Tertiary,Poor,True,True,Medium
STD0401,Female,24,65.88,94.36,60.18,47.89,22.4,None,Poor,False,True,Medium
STD0402,Female,18,97.64,56.0,36.13,66.93,14.3,Primary,Good,False,False,Medium
STD0403,Male,20,91.26,83.49,49.8,42.01,8.8,Secondary,Fair,True,False,Medium
STD0404,Male,21,83.32,92.66,59.3,41.72,20.8,Primary,Fair,True,True,Medium
STD0405,Female,23,56.09,42.5,50.48,62.38,12.3,Secondary,Fair,False,True,Medium
STD0406,Female,15,73.91,63.86,53.25,32.33,22.8,None,Good,False,False,Low
STD0407,Female,20,75.31,85.74,50.56,38.53,23.2,None,Fair,True,True,Medium
STD0408,Female,21,61.63,67.3,32.9,59.11,4.1,Tertiary,Fair,True,True,Medium
STD0409,Female,17,54.0,56.04,74.6,34.42,0.1,None,Fair,False,True,Medium
STD0410,Female,22,88.84,53.19,71.81,57.77,24.6,None,Good,False,True,Medium
STD0411,Male,19,56.1,47.89,75.74,63.18,22.7,Tertiary,Fair,False,True,Medium
STD0412,Female,23,79.71,91.43,43.46,61.59,1.4,Tertiary,Fair,False,True,Medium
STD0413,Female,19,96.82,74.52,50.7,90.84,20.8,Secondary,Good,False,False,Medium
STD0414,Male,23,93.81,44.58,73.37,67.1,11.4,None,Poor,True,True,Medium
STD0415,Male,24,63.89,62.95,71.97,62.76,6.5,Secondary,Fair,True,False,Medium
STD0416,Male,18,92.57,62.06,65.44,58.75,22.0,Secondary,Poor,False,False,Medium
STD0417,Male,23,50.02,50.9,54.53,87.23,4.9,Primary,Fair,True,True,Medium
STD0418,Female,19,50.88,66.13,93.91,92.65,23.7,None,Good,True,False,High
STD0419,Female,24,80.13,59.93,53.78,89.73,5.1,None,Poor,False,False,Medium
STD0420,Female,23,68.24,60.51,61.89,77.15,15.3,Primary,Poor,True,False,Medium
STD0421,Female,17,69.32,84.34,77.47,39.62,5.6,Secondary,Poor,True,True,Medium
STD0422,Female,18,78.22,53.4,68.01,49.38,13.6,None,Poor,True,False,Medium
STD0423,Female,23,59.59,78.51,54.28,33.22,17.1,Secondary,Fair,False,True,Medium
STD0424,Male,24,60.59,74.24,60.5,95.16,4.8,Primary,Fair,False,False,High
STD0425,Female,20,74.23,74.09,85.61,76.26,13.0,Tertiary,Poor,True,False,High
STD0426,Male,16,87.71,79.78,49.47,82.25,11.7,Secondary,Fair,True,False,Medium
STD0427,Male,21,80.97,72.9,39.96,51.81,1.8,None,Poor,True,False,Medium
STD0428,Female,16,64.87,92.76,51.92,89.2,20.5,Tertiary,Poor,True,True,High
STD0429,Male,16,71.52,80.53,89.47,48.17,8.4,Secondary,Good,True,False,Medium
STD0430,Female,15,58.53,72.82,36.23,30.12,14.4,Secondary,Poor,True,False,Low
STD0431,Male,17,53.73,89.79,99.42,56.35,12.9,Tertiary,Fair,False,True,High
STD0432,Female,20,89.13,76.37,67.87,69.95,12.8,Tertiary,Poor,True,True,Medium
STD0433,Male,22,63.27,57.47,98.94,63.51,2.7,Tertiary,Good,True,True,Medium
STD0434,Female,23,58.89,52.43,95.73,90.35,10.6,None,Fair,False,False,High
STD0435,Female,21,84.58,49.14,61.7,37.38,11.3,None,Good,True,True,Low
STD0436,Female,18,80.9,93.97,43.89,68.77,18.3,Secondary,Good,True,True,Medium
STD0437,Female,20,81.66,82.61,41.54,65.91,21.0,Secondary,Poor,True,True,Medium
STD0438,Female,19,61.44,96.24,46.8,49.7,13.6,Primary,Good,True,True,Medium
STD0439,Male,22,61.63,76.2,79.71,87.56,2.2,None,Good,False,True,High
STD0440,Male,15,61.04,68.4,49.11,82.7,5.9,Secondary,Fair,True,True,Medium
STD0441,Male,15,58.69,43.58,53.9,81.3,4.1,Tertiary,Good,False,False,Medium
STD0442,Female,20,82.79,80.3,61.41,91.33,3.1,Tertiary,Poor,True,True,High
STD0443,Male,24,92.4,74.93,93.93,80.59,9.1,None,Poor,True,False,High
STD0444,Female,16,86.22,99.41,43.26,46.23,5.7,Tertiary,Poor,False,True,Medium
STD0445,Female,19,89.6,54.35,30.35,79.39,5.5,Primary,Good,True,True,Medium
STD0446,Male,15,70.24,71.84,34.21,51.54,1.4,Secondary,Fair,False,True,Medium
STD0447,Male,21,82.7,79.06,93.33,46.95,0.4,Secondary,Poor,False,False,Medium
STD0448,Female,15,67.71,78.68,75.33,35.11,2.6,Secondary,Good,False,True,Medium
STD0449,Male,18,76.28,73.68,49.11,82.08,4.3,None,Poor,True,True,Medium
STD0450,Female,23,74.08,86.62,42.4,79.77,10.8,Tertiary,Poor,True,True,Medium
STD0451,Female,15,58.84,52.3,50.6,46.41,12.8,Primary,Fair,True,True,Low
STD0452,Female,18,69.35,83.54,38.04,82.46,3.5,None,Poor,True,False,Medium
STD0453,Female,20,98.19,77.18,95.91,94.25,10.6,Secondary,Fair,False,False,High
STD0454,Female,20,62.43,93.76,84.89,37.56,8.5,Primary,Good,True,False,Medium
STD0455,Male,22,56.69,90.83,62.37,46.28,4.6,Secondary,Poor,True,False,Medium
STD0456,Male,15,70.93,58.91,90.55,82.52,0.2,Secondary,Good,False,False,High
STD0457,Female,21,89.52,56.57,47.46,49.22,11.7,None,Good,False,True,Medium
STD0458,Female,15,79.11,98.9,80.2,73.73,17.1,Secondary,Good,True,True,High
STD0459,Male,21,84.05,71.64,89.93,35.68,5.7,Primary,Poor,False,True,Medium
STD0460,Male,17,59.48,94.39,54.97,61.65,3.3,Secondary,Fair,False,False,Medium
STD0461,Female,22,80.95,49.83,83.02,81.74,22.2,Tertiary,Poor,False,True,Medium
STD0462,Male,17,66.18,78.57,50.66,78.06,6.9,Secondary,Good,False,False,Medium
STD0463,Female,15,91.72,88.59,50.92,87.06,5.6,None,Fair,False,True,High
STD0464,Male,22,81.46,96.84,37.49,91.42,21.4,Primary,Good,True,False,High
STD0465,Female,17,59.94,60.24,60.8,84.12,20.4,None,Fair,True,True,Medium
STD0466,Male,16,53.23,83.5,81.08,77.01,11.2,Tertiary,Poor,True,True,High
STD0467,Female,15,52.13,72.33,95.82,32.22,12.2,Secondary,Fair,True,True,Medium
STD0468,Male,17,68.57,43.64,72.27,67.45,5.4,None,Poor,True,True,Medium
STD0469,Male,16,63.29,81.4,90.42,32.64,2.0,None,Good,True,False,Medium
STD0470,Female,16,82.3,81.41,87.57,86.56,14.3,None,Fair,True,True,High
STD0471,Male,20,74.97,95.84,42.13,52.45,2.5,None,Good,False,True,Medium
STD0472,Female,15,63.3,69.84,64.01,69.37,11.2,Tertiary,Fair,True,True,Medium
STD0473,Male,16,57.46,53.82,38.18,49.56,23.5,Tertiary,Poor,True,False,Low
STD0474,Female,20,56.36,42.67,77.75,84.78,23.8,Secondary,Fair,True,True,Medium
STD0475,Male,17,93.23,64.94,96.49,92.06,6.0,Secondary,Fair,False,True,High
STD0476,Female,18,62.17,58.12,39.6,57.9,15.6,Primary,Poor,True,True,Medium
STD0477,Male,15,82.59,85.67,81.37,90.4,11.9,Tertiary,Poor,True,True,High
STD0478,Female,22,90.53,61.26,74.26,48.7,21.9,None,Poor,False,True,Medium
STD0479,Male,21,80.7,96.94,70.85,67.43,6.8,None,Fair,True,False,High
STD0480,Female,21,92.98,97.74,57.31,90.11,0.1,Primary,Good,True,False,High
STD0481,Female,17,69.62,77.25,54.86,52.81,4.1,None,Fair,False,False,Medium
STD0482,Female,24,97.81,95.72,33.17,96.78,8.7,Primary,Fair,True,True,High
STD0483,Male,24,56.66,85.65,45.25,38.53,7.9,Secondary,Good,False,False,Medium
STD0484,Female,17,55.11,72.81,31.06,31.28,19.8,Tertiary,Poor,True,True,Low
STD0485,Male,16,82.93,50.82,70.7,93.29,17.0,Primary,Fair,True,True,Medium
STD0486,Female,15,97.14,67.52,37.41,34.81,7.5,None,Good,True,True,Low
STD0487,Male,21,90.44,73.65,91.11,99.43,11.4,Primary,Poor,False,True,High
STD0488,Female,21,53.82,91.84,66.62,96.6,2.4,Secondary,Poor,False,False,High
STD0489,Male,16,63.97,68.88,78.98,39.59,22.5,None,Fair,False,False,Medium
STD0490,Male,21,96.52,93.86,58.76,67.63,23.4,Secondary,Poor,True,False,Medium
STD0491,Female,22,62.65,80.46,69.24,42.94,24.5,Secondary,Poor,True,True,Medium
STD0492,Male,15,89.06,48.22,95.99,59.97,21.7,Primary,Good,False,False,Medium
STD0493,Male,23,91.26,99.7,35.79,34.3,4.3,Secondary,Good,False,False,Medium
STD0494,Female,21,74.77,71.63,47.78,45.67,1.2,None,Poor,True,True,Medium
STD0495,Male,17,69.32,63.51,84.6,55.43,14.5,Secondary,Good,True,False,Medium
STD0496,Male,22,72.51,79.55,36.91,60.71,22.8,Secondary,Poor,True,True,Medium
STD0497,Male,21,61.35,46.53,35.3,98.42,4.4,Primary,Fair,True,False,Medium
STD0498,Female,22,94.47,78.19,55.31,86.55,0.2,Secondary,Good,False,False,Medium
STD0499,Male,20,72.53,69.89,36.45,81.62,20.1,Tertiary,Poor,True,False,Medium
STD0500,Female,23,94.12,64.4,70.96,67.59,1.9,Primary,Poor,True,True,Medium
STD0501,Male,19,55.28,97.18,45.84,88.8,10.3,Primary,Good,True,False,High
STD0502,Male,17,99.41,71.35,92.7,53.75,17.0,None,Good,True,False,Medium
STD0503,Male,17,72.16,53.15,84.85,79.62,5.9,None,Fair,True,False,Medium
STD0504,Female,15,52.39,67.54,78.98,99.56,2.1,None,Poor,True,False,High
STD0505,Male,22,51.9,95.16,73.19,52.02,19.3,None,Fair,True,True,Medium
STD0506,Male,16,87.31,50.57,90.44,77.18,15.8,Tertiary,Fair,False,True,Medium
STD0507,Female,17,82.95,52.84,45.61,89.1,24.7,Primary,Fair,False,False,Medium
STD0508,Male,22,90.11,40.78,91.12,94.11,8.6,Secondary,Good,False,False,High
STD0509,Female,22,55.27,40.85,85.26,80.26,1.5,None,Fair,True,False,Medium
STD0510,Female,18,51.78,89.76,82.37,49.85,18.4,None,Good,False,True,Medium
STD0511,Male,18,75.43,83.93,69.29,52.84,13.0,None,Good,True,False,Medium
STD0512,Female,19,69.38,61.3,47.24,31.45,5.3,Secondary,Fair,True,False,Low
STD0513,Male,20,73.1,81.9,59.65,83.26,19.5,None,Fair,True,True,High
STD0514,Female,19,99.58,63.71,85.55,32.99,5.1,Secondary,Poor,True,True,Medium
STD0515,Female,21,98.54,97.17,32.22,90.53,6.5,Primary,Fair,False,True,High
STD0516,Male,16,97.12,98.02,84.74,38.31,2.3,Primary,Poor,True,False,Medium
STD0517,Female,21,89.19,63.57,46.8,42.03,10.0,Primary,Fair,True,True,Low
STD0518,Female,24,67.74,91.25,40.1,63.36,10.5,Tertiary,Fair,False,True,Medium
STD0519,Female,21,70.61,86.39,38.1,81.65,12.9,Secondary,Fair,False,False,Medium
STD0520,Female,15,77.48,58.6,31.91,39.73,17.7,None,Fair,False,True,Low
STD0521,Female,21,91.53,53.92,66.65,60.8,22.7,None,Poor,True,False,Medium
STD0522,Male,19,53.44,67.49,45.28,63.8,3.4,None,Poor,False,False,Medium
STD0523,Female,17,71.21,86.88,99.26,44.86,1.4,None,Fair,True,True,Medium
STD0524,Male,17,54.13,97.61,70.21,38.09,0.5,Tertiary,Fair,True,False,Medium
STD0525,Female,18,75.73,85.81,39.65,88.55,3.6,None,Poor,False,True,Medium
STD0526,Male,16,94.95,91.31,78.21,65.17,16.4,Tertiary,Good,False,True,High
STD0527,Male,16,89.12,76.18,92.84,31.01,18.2,Secondary,Good,False,True,Medium
STD0528,Female,15,61.39,90.12,82.16,86.21,19.7,Primary,Good,True,False,High
STD0529,Female,19,98.8,87.07,35.35,98.66,6.1,None,Poor,True,True,High
STD0530,Female,18,83.37,62.62,92.71,72.41,7.6,Primary,Poor,True,False,High
STD0531,Male,24,50.52,73.12,85.58,65.26,12.1,Secondary,Good,True,False,Medium
STD0532,Female,16,62.77,88.29,41.08,91.49,1.6,Secondary,Good,True,False,High
STD0533,Male,17,63.04,42.76,33.63,96.68,15.3,None,Fair,True,True,Medium
STD0534,Male,21,53.46,88.48,69.01,82.82,24.6,Secondary,Poor,False,False,High
STD0535,Male,21,97.99,50.67,40.92,61.18,9.0,Primary,Poor,True,False,Medium
STD0536,Female,18,73.91,70.88,88.42,71.46,18.8,None,Good,False,True,High
STD0537,Female,19,94.79,88.5,55.08,79.07,12.5,Tertiary,Good,False,True,Medium
STD0538,Male,19,66.11,55.23,93.9,43.6,3.2,None,Poor,False,False,Medium
STD0539,Male,20,56.26,54.75,69.6,61.3,14.6,Primary,Fair,False,False,Medium
STD0540,Female,23,73.72,64.17,42.79,88.09,7.5,None,Good,False,True,Medium
STD0541,Male,16,55.7,93.68,39.77,75.83,0.9,None,Poor,True,False,Medium
STD0542,Female,19,74.3,40.03,70.35,58.78,15.9,Primary,Poor,True,False,Medium
STD0543,Male,17,96.01,94.08,83.33,76.44,21.5,None,Fair,True,False,High
STD0544,Female,18,76.04,49.23,84.71,38.28,8.6,None,Fair,True,False,Medium
STD0545,Male,24,80.82,99.41,49.3,58.1,9.8,Primary,Good,False,True,Medium
STD0546,Female,20,57.83,97.29,44.3,85.52,22.3,Secondary,Good,False,False,High
STD0547,Male,22,52.19,69.68,31.17,45.44,20.3,Primary,Good,False,True,Low
STD0548,Female,15,55.54,70.76,77.54,43.02,17.9,None,Poor,True,False,Medium
STD0549,Female,24,79.93,68.89,35.36,96.56,6.2,Tertiary,Good,True,True,Medium
STD0550,Male,22,54.75,78.13,59.45,44.69,22.8,Tertiary,Poor,True,False,Medium
STD0551,Male,21,68.8,45.44,72.12,48.26,3.9,Primary,Good,True,True,Medium
STD0552,Female,15,77.5,41.96,95.6,97.87,15.7,Tertiary,Fair,False,False,High
STD0553,Male,16,69.43,43.46,51.83,81.43,0.7,None,Fair,False,True,Medium
STD0554,Female,17,58.18,66.66,47.48,78.97,16.1,None,Poor,True,False,Medium
STD0555,Male,15,63.69,56.53,75.79,89.7,6.9,Primary,Fair,True,False,High
STD0556,Female,23,96.42,77.32,73.35,38.11,11.2,None,Poor,False,True,Medium
STD0557,Female,22,83.8,99.55,53.25,79.42,8.6,Secondary,Poor,False,True,High
STD0558,Female,16,74.8,63.18,94.97,65.26,4.3,None,Fair,False,True,Medium
STD0559,Female,23,50.64,74.43,89.14,88.04,15.5,Primary,Poor,False,True,High
STD0560,Female,21,99.62,64.94,45.68,65.57,22.0,Secondary,Fair,True,True,Medium
STD0561,Female,23,83.57,90.84,46.74,73.42,24.0,Secondary,Good,False,False,Medium
STD0562,Male,20,65.85,94.13,65.86,63.44,4.8,Tertiary,Good,False,True,Medium
STD0563,Male,20,93.96,92.64,84.15,63.47,17.9,None,Fair,False,True,High
STD0564,Male,18,62.92,98.46,33.08,83.76,16.6,Primary,Fair,False,False,Medium
STD0565,Female,24,77.2,41.65,78.53,74.0,8.6,Tertiary,Fair,True,True,Medium
STD0566,Female,24,81.8,90.39,75.38,74.33,0.5,Tertiary,Fair,True,True,High
STD0567,Female,16,61.05,85.11,46.2,61.52,17.2,None,Good,True,True,Medium
STD0568,Female,21,98.92,53.72,77.69,67.18,23.6,None,Poor,True,False,Medium
STD0569,Male,19,87.41,97.38,95.81,82.2,15.8,Primary,Poor,True,True,High
STD0570,Male,20,77.89,48.89,33.28,87.82,10.9,Tertiary,Good,True,False,Medium
STD0571,Female,16,59.03,80.77,52.38,78.76,13.1,Primary,Poor,False,False,Medium
STD0572,Male,19,52.69,53.49,60.67,94.69,5.0,Tertiary,Good,False,True,Medium
STD0573,Male,24,66.0,65.88,92.95,87.42,18.8,Tertiary,Poor,False,False,High
STD0574,Female,18,87.66,83.15,97.36,69.33,18.7,Tertiary,Fair,False,True,High
STD0575,Male,23,63.47,73.8,61.09,77.0,3.6,None,Fair,True,True,Medium
STD0576,Female,20,76.98,65.65,82.5,94.84,21.9,Tertiary,Fair,False,True,High
STD0577,Male,16,86.4,59.58,67.22,73.34,6.7,Tertiary,Good,True,True,Medium
STD0578,Female,15,55.4,90.38,67.64,87.74,24.6,Tertiary,Good,False,True,High
STD0579,Female,19,84.26,48.63,49.47,78.22,9.6,Secondary,Poor,False,False,Medium
STD0580,Female,23,54.59,65.81,45.19,68.64,4.4,None,Poor,False,False,Medium
STD0581,Female,20,98.26,94.23,50.16,46.93,8.8,Secondary,Poor,True,False,Medium
STD0582,Male,24,74.42,90.75,68.94,59.82,11.0,None,Good,False,False,Medium
STD0583,Female,21,57.53,64.06,32.04,97.74,1.7,Primary,Poor,True,True,Medium
STD0584,Female,19,67.12,85.79,93.51,76.04,14.5,Secondary,Fair,True,True,High
STD0585,Female,24,70.67,89.39,40.94,69.51,14.9,Primary,Poor,False,False,Medium
STD0586,Male,20,87.91,93.33,45.41,95.31,18.5,Tertiary,Fair,True,True,High
STD0587,Female,19,87.17,72.67,66.28,71.06,0.7,Primary,Good,True,False,Medium
STD0588,Male,23,80.6,52.27,79.71,66.83,13.5,Primary,Fair,False,False,Medium
STD0589,Female,20,55.3,55.32,36.7,83.15,1.3,Primary,Fair,False,False,Medium
STD0590,Male,22,57.58,57.74,52.24,79.89,17.5,Primary,Fair,False,False,Medium
STD0591,Male,16,54.69,75.63,97.81,43.52,1.4,None,Good,False,True,Medium
STD0592,Female,23,78.86,41.97,48.36,62.99,22.8,Secondary,Good,False,True,Medium
STD0593,Male,19,93.86,78.16,51.91,63.08,17.6,None,Good,False,False,Medium
STD0594,Female,21,71.69,61.86,88.55,56.48,12.7,None,Good,True,False,Medium
STD0595,Female,24,58.04,57.71,33.52,66.21,11.0,None,Poor,False,False,Medium
STD0596,Female,15,77.9,92.77,62.52,58.92,3.3,Primary,Good,False,False,Medium
STD0597,Male,24,90.59,67.6,56.57,43.95,7.3,None,Fair,True,False,Medium
STD0598,Male,19,87.09,45.7,52.16,58.87,21.7,Secondary,Good,False,True,Medium
STD0599,Female,24,94.07,89.6,50.0,35.06,22.6,None,Poor,True,False,Medium
STD0600,Female,16,63.9,42.86,36.4,70.31,0.0,Tertiary,Poor,False,False,Medium
STD0601,Male,20,59.7,83.6,52.04,89.76,14.9,Primary,Poor,False,True,High
STD0602,Female,15,93.99,86.43,33.01,80.77,18.0,Tertiary,Fair,True,True,Medium
STD0603,Female,17,82.88,61.16,84.67,55.23,15.5,Secondary,Good,False,True,Medium
STD0604,Female,19,65.55,89.49,57.88,36.09,2.0,Secondary,Good,True,True,Medium
STD0605,Male,18,87.12,70.94,61.07,44.15,5.4,Secondary,Good,False,True,Medium
STD0606,Male,17,90.76,67.8,92.55,68.18,6.3,Secondary,Fair,False,True,High
STD0607,Male,24,80.75,42.72,76.06,44.49,20.8,None,Fair,True,True,Medium
STD0608,Female,19,84.39,57.4,30.56,68.08,11.6,Primary,Poor,False,True,Medium
STD0609,Female,22,68.76,95.86,96.02,46.21,12.2,Secondary,Poor,False,True,High
STD0610,Female,18,76.93,63.51,46.6,89.42,23.4,Tertiary,Good,True,False,Medium
STD0611,Male,15,76.21,72.8,37.53,57.81,15.9,Secondary,Fair,False,True,Medium
STD0612,Female,21,92.4,71.92,83.77,47.19,22.5,Primary,Fair,True,False,Medium
STD0613,Female,22,92.0,75.43,65.03,86.86,11.4,Tertiary,Good,False,False,High
